## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	42551                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	58
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
852791806	SMP	1	970.33	522.67	705.06	546.21	14.16	14.16	3.38	15.41	15.41	3.63	965.97	526.70	971.94	526.79	702.68	549.94	708.78	549.94	886.37	578.58	886.37	578.58	0	1	1	2	-1	-1	-79.71	-3.69	575.42	-15.92	-9.24	571.57	0.07	0.21	-0.98	0.06	0.20	-0.98		
852795810	SMP	1	970.47	523.21	705.09	546.50	14.34	14.34	3.38	15.40	15.40	3.62	966.05	527.10	972.10	527.03	702.81	550.05	708.91	550.15	888.59	583.96	888.59	583.96	0	1	1	2	-1	-1	-79.69	-3.76	575.08	-15.95	-9.28	571.67	0.07	0.20	-0.98	0.07	0.19	-0.98	 -1	
852799813	SMP	1	970.54	523.32	705.36	546.84	14.06	14.06	3.38	15.34	15.34	3.62	966.31	527.42	972.12	527.36	703.03	550.44	709.01	550.53	889.74	581.66	889.74	581.66	0	1	1	2	-1	-1	-79.86	-3.85	576.07	-16.01	-9.38	572.40	0.07	0.21	-0.98	0.06	0.19	-0.98	 -1	
852803816	SMP	1	970.71	523.69	705.49	546.99	14.07	14.07	3.38	15.37	15.37	3.62	966.33	527.82	972.29	527.87	703.08	550.70	709.19	550.85	889.54	578.01	889.54	578.01	0	1	1	2	-1	-1	-79.90	-3.96	576.16	-16.04	-9.45	572.36	0.06	0.21	-0.98	0.06	0.20	-0.98	 -1	
852807820	SMP	1	970.91	524.00	705.65	547.44	14.13	14.13	3.38	15.37	15.37	3.62	966.47	528.16	972.46	527.99	703.31	550.97	709.34	550.99	888.67	581.28	888.67	581.28	0	1	1	2	-1	-1	-79.92	-4.02	576.08	-16.09	-9.51	572.75	0.06	0.21	-0.98	0.06	0.19	-0.98	 -1	
852811823	SMP	1	971.05	524.40	705.83	547.74	13.97	13.97	3.37	15.37	15.37	3.62	966.62	528.46	972.72	528.45	703.42	551.18	709.60	551.18	888.67	584.37	888.67	584.37	0	1	1	2	-1	-1	-79.88	-4.10	575.40	-16.12	-9.55	572.32	0.07	0.21	-0.98	0.06	0.19	-0.98	 -1	
852815826	SMP	1	971.23	524.55	705.98	547.92	13.95	13.95	3.36	15.31	15.31	3.62	966.83	528.69	972.80	528.83	703.63	551.53	709.85	551.63	888.49	580.37	888.49	580.37	0	1	1	2	-1	-1	-79.92	-4.18	575.46	-16.16	-9.64	571.72	0.06	0.21	-0.97	0.06	0.20	-0.98	 -1	
852819829	SMP	1	971.41	524.85	706.04	548.13	14.04	14.04	3.36	15.41	15.41	3.62	967.03	529.09	972.98	528.94	703.84	551.79	709.90	551.74	890.64	581.29	890.64	581.29	0	1	1	2	-1	-1	-79.99	-4.24	575.61	-16.20	-9.69	572.00	0.06	0.21	-0.98	0.07	0.19	-0.98	 -1	
852823833	SMP	1	971.42	525.38	706.20	548.17	14.34	14.34	3.37	15.34	15.34	3.61	967.03	529.23	973.11	529.13	703.91	551.81	709.99	551.83	892.33	587.72	892.33	587.72	0	1	1	2	-1	-1	-79.93	-4.28	575.10	-16.23	-9.70	572.13	0.07	0.19	-0.98	0.06	0.20	-0.98	 -1	
852827836	SMP	1	971.56	525.32	706.45	548.32	13.94	13.94	3.36	15.36	15.36	3.61	967.34	529.39	973.13	529.33	704.03	551.82	710.14	551.92	892.36	584.78	892.36	584.78	0	1	1	2	-1	-1	-80.13	-4.33	576.19	-16.26	-9.71	572.13	0.07	0.21	-0.98	0.06	0.19	-0.98	 -1	
852831839	SMP	1	971.76	525.43	706.55	548.23	13.98	13.98	3.36	15.28	15.28	3.61	967.48	529.52	973.25	529.55	704.22	551.87	710.28	551.93	891.85	582.61	891.85	582.61	0	1	1	2	-1	-1	-80.31	-4.38	577.28	-16.31	-9.73	572.41	0.07	0.21	-0.98	0.06	0.20	-0.98	 -1	
852835843	SMP	1	972.00	525.43	706.79	548.30	13.94	13.94	3.36	15.28	15.28	3.61	967.55	529.53	973.41	529.65	704.37	551.90	710.47	551.93	889.59	582.07	889.59	582.07	0	1	1	2	-1	-1	-80.40	-4.40	577.74	-16.35	-9.73	572.42	0.06	0.21	-0.98	0.06	0.19	-0.98	 -1	
