## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	56609                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	164
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
2885479001	SMP	1	760.22	431.50	473.33	444.22	17.40	17.40	3.81	18.24	18.24	4.02	756.40	433.46	763.05	433.59	470.96	445.99	477.83	445.96	987.45	943.41	987.45	943.41	0	1	1	2	-1	-1	-27.22	17.66	538.38	37.30	14.81	537.35	0.03	0.06	-1.00	-0.02	0.05	-1.00		
2885482998	SMP	1	760.20	430.68	473.33	443.42	17.15	17.15	3.81	18.28	18.28	4.03	756.16	432.64	763.08	432.77	470.93	445.05	477.81	445.19	988.02	943.74	988.02	943.74	0	1	1	2	-1	-1	-27.18	17.84	538.26	37.32	15.01	537.49	0.02	0.06	-1.00	-0.02	0.05	-1.00	 -1	
2885486995	SMP	1	760.28	429.83	473.36	442.66	17.32	17.32	3.81	18.19	18.19	4.03	756.16	431.82	763.09	431.86	470.94	444.17	477.82	444.30	987.74	945.28	987.74	945.28	0	1	1	2	-1	-1	-27.18	18.03	538.14	37.32	15.21	537.62	0.02	0.06	-1.00	-0.02	0.04	-1.00	 -1	
2885490990	SMP	1	760.22	428.91	473.32	441.77	17.22	17.22	3.81	18.30	18.30	4.03	756.07	430.90	763.07	430.91	470.92	443.35	477.85	443.41	987.64	945.65	987.64	945.65	0	1	1	2	-1	-1	-27.14	18.23	537.70	37.32	15.40	537.54	0.02	0.06	-1.00	-0.02	0.05	-1.00	 -1	
2885494986	SMP	1	760.17	427.93	473.33	440.80	17.12	17.12	3.81	18.26	18.26	4.03	756.07	429.97	763.02	429.93	470.92	442.52	477.85	442.48	987.57	944.65	987.57	944.65	0	1	1	2	-1	-1	-27.13	18.44	537.55	37.31	15.60	537.48	0.02	0.06	-1.00	-0.02	0.05	-1.00	 -1	
2885498982	SMP	1	760.20	426.94	473.35	439.87	17.11	17.11	3.80	18.21	18.21	4.03	756.00	428.87	762.95	428.93	470.95	441.59	477.87	441.53	987.26	944.85	987.26	944.85	0	1	1	2	-1	-1	-27.11	18.67	537.40	37.30	15.81	537.42	0.02	0.05	-1.00	-0.02	0.05	-1.00	 -1	
2885502977	SMP	1	760.30	425.90	473.36	438.91	17.19	17.19	3.80	18.22	18.22	4.03	756.07	427.89	762.96	427.95	471.01	440.67	477.89	440.57	986.38	944.34	986.38	944.34	0	1	1	2	-1	-1	-27.12	18.89	537.52	37.30	16.03	537.56	0.01	0.06	-1.00	-0.02	0.05	-1.00	 -1	
2885506973	SMP	1	760.20	424.92	473.60	438.01	17.18	17.18	3.80	18.06	18.06	4.03	756.05	427.02	762.97	426.97	471.12	439.79	477.98	439.62	986.76	943.57	986.76	943.57	0	1	1	2	-1	-1	-27.12	19.11	537.54	37.29	16.24	537.73	0.02	0.06	-1.00	-0.02	0.05	-1.00	 -1	
2885510969	SMP	1	760.26	423.87	473.68	437.11	17.14	17.14	3.80	18.08	18.08	4.02	756.03	425.92	762.95	425.91	471.25	438.85	478.06	438.68	985.60	944.34	985.60	944.34	0	1	1	2	-1	-1	-27.12	19.35	537.50	37.30	16.46	538.15	0.01	0.06	-1.00	-0.02	0.05	-1.00	 -1	
2885514964	SMP	1	760.29	423.00	473.74	436.18	17.29	17.29	3.80	18.04	18.04	4.02	756.05	425.00	762.92	424.92	471.28	437.89	478.18	437.76	983.48	944.39	983.48	944.39	0	1	1	2	-1	-1	-27.12	19.57	537.69	37.28	16.67	538.11	0.01	0.05	-1.00	-0.02	0.04	-1.00	 -1	
