## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	53836                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	131
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
88967158	SMP	1	720.49	535.60	426.05	540.57	16.23	16.23	3.78	15.95	15.95	3.71	717.98	537.79	724.14	537.83	422.60	543.09	428.96	543.07	988.76	776.91	988.76	776.91	0	1	1	2	-1	-1	-19.41	-6.26	566.04	50.55	-7.47	562.56	0.06	0.12	-0.99	-0.10	0.13	-0.99	 -1	
88971158	SMP	1	720.54	535.93	426.09	540.83	16.32	16.32	3.78	15.81	15.81	3.71	717.98	538.15	724.25	538.02	422.63	543.32	428.94	543.39	988.69	776.65	988.69	776.65	0	1	1	2	-1	-1	-19.42	-6.33	565.91	50.54	-7.54	562.47	0.06	0.12	-0.99	-0.10	0.14	-0.99	 -1	
88975158	SMP	1	720.55	535.69	426.09	540.47	16.26	16.26	3.78	15.98	15.98	3.71	717.99	537.86	724.25	537.93	422.66	543.14	429.03	543.12	989.87	775.15	989.87	775.15	0	1	1	2	-1	-1	-19.42	-6.28	565.83	50.50	-7.48	562.16	0.06	0.12	-0.99	-0.10	0.14	-0.98	 -1	
88979158	SMP	1	720.50	535.67	426.17	540.66	16.27	16.27	3.78	16.10	16.10	3.71	718.04	537.95	724.29	537.96	422.67	543.20	429.03	543.19	991.10	774.25	991.10	774.25	0	1	1	2	-1	-1	-19.43	-6.30	565.81	50.48	-7.49	561.91	0.07	0.12	-0.99	-0.10	0.14	-0.99	 -1	
88983158	SMP	1	720.65	535.81	426.11	540.79	16.41	16.41	3.79	15.97	15.97	3.71	718.12	538.07	724.33	538.00	422.67	543.26	429.04	543.30	991.87	774.78	991.87	774.78	0	1	1	2	-1	-1	-19.45	-6.32	566.03	50.45	-7.51	561.63	0.06	0.12	-0.99	-0.10	0.13	-0.99	 -1	
88987158	SMP	1	720.59	535.80	426.12	540.76	16.21	16.21	3.79	15.88	15.88	3.70	718.15	538.05	724.33	537.99	422.68	543.24	429.08	543.26	993.03	774.86	993.03	774.86	0	1	1	2	-1	-1	-19.47	-6.32	566.34	50.41	-7.49	561.25	0.07	0.12	-0.99	-0.10	0.13	-0.99	 -1	
88991158	SMP	1	720.73	535.97	426.22	541.00	16.35	16.35	3.79	16.01	16.01	3.70	718.15	538.15	724.38	538.03	422.72	543.40	429.06	543.49	992.22	777.34	992.22	777.34	0	1	1	2	-1	-1	-19.47	-6.33	566.32	50.40	-7.54	561.16	0.06	0.11	-0.99	-0.10	0.13	-0.99	 -1	
88995158	SMP	1	720.68	535.95	426.17	540.86	16.34	16.34	3.79	15.95	15.95	3.70	718.17	538.13	724.40	538.02	422.73	543.39	429.13	543.44	993.57	777.04	993.57	777.04	0	1	1	2	-1	-1	-19.48	-6.33	566.35	50.36	-7.53	560.86	0.06	0.11	-0.99	-0.10	0.14	-0.99	 -1	
88999158	SMP	1	720.70	536.07	426.22	541.11	16.30	16.30	3.79	15.91	15.91	3.70	718.14	538.23	724.49	538.09	422.81	543.55	429.12	543.68	994.17	778.38	994.17	778.38	0	1	1	2	-1	-1	-19.46	-6.34	565.78	50.37	-7.58	560.96	0.06	0.11	-0.99	-0.10	0.13	-0.99	 -1	
89003157	SMP	1	720.75	536.18	426.30	541.18	16.26	16.26	3.79	15.92	15.92	3.69	718.14	538.32	724.56	538.15	422.84	543.68	429.16	543.75	993.89	779.99	993.89	779.99	0	1	1	2	-1	-1	-19.44	-6.35	564.98	50.37	-7.60	561.06	0.06	0.11	-0.99	-0.10	0.14	-0.99	 -1	
89007155	SMP	1	720.80	536.29	426.31	541.14	16.26	16.26	3.79	15.89	15.89	3.69	718.17	538.46	724.64	538.40	422.93	543.82	429.30	543.88	995.77	777.03	995.77	777.03	0	1	1	2	-1	-1	-19.42	-6.39	563.97	50.32	-7.63	560.87	0.06	0.11	-0.99	-0.10	0.14	-0.98	 -1	
89011153	SMP	1	720.84	536.46	426.42	541.39	16.22	16.22	3.78	16.02	16.02	3.69	718.29	538.78	724.76	538.76	423.02	543.95	429.36	544.01	996.91	775.50	996.91	775.50	0	1	1	2	-1	-1	-19.42	-6.46	563.12	50.30	-7.66	560.84	0.07	0.12	-0.99	-0.10	0.14	-0.99	 -1	
89015152	SMP	1	720.87	536.51	426.53	541.42	16.20	16.20	3.77	16.07	16.07	3.70	718.44	538.94	724.75	538.88	423.12	543.99	429.37	544.06	998.21	771.01	998.21	771.01	0	1	1	2	-1	-1	-19.44	-6.49	563.13	50.33	-7.68	561.28	0.07	0.13	-0.99	-0.10	0.14	-0.99	 -1	
89019150	SMP	1	721.01	536.69	426.68	541.55	16.41	16.41	3.78	16.08	16.08	3.70	718.53	538.97	724.78	538.93	423.17	544.05	429.41	544.10	996.66	774.49	996.66	774.49	0	1	1	2	-1	-1	-19.46	-6.50	563.40	50.36	-7.70	561.73	0.06	0.12	-0.99	-0.11	0.14	-0.99	 -1	
89023148	SMP	1	721.01	536.83	426.83	541.68	16.30	16.30	3.78	16.06	16.06	3.71	718.62	538.99	724.81	538.97	423.28	544.18	429.47	544.23	995.31	777.48	995.31	777.48	0	1	1	2	-1	-1	-19.49	-6.52	563.93	50.39	-7.73	562.37	0.07	0.12	-0.99	-0.11	0.14	-0.98	 -1	
89027146	SMP	1	721.26	536.94	426.83	541.86	16.14	16.14	3.77	15.99	15.99	3.71	718.70	539.03	724.90	539.09	423.40	544.39	429.61	544.51	994.85	777.40	994.85	777.40	0	1	1	2	-1	-1	-19.53	-6.54	564.40	50.40	-7.80	562.82	0.06	0.11	-0.99	-0.10	0.14	-0.98	 -1	
89031145	SMP	1	721.27	537.03	427.03	541.93	16.22	16.22	3.77	15.93	15.93	3.71	718.77	539.06	724.96	539.15	423.43	544.42	429.70	544.56	991.41	778.73	991.41	778.73	0	1	1	2	-1	-1	-19.56	-6.56	564.85	50.40	-7.81	562.95	0.06	0.11	-0.99	-0.11	0.14	-0.98	 -1	
89035143	SMP	1	721.34	537.11	426.98	541.94	16.25	16.25	3.77	15.98	15.98	3.71	718.90	539.18	725.02	539.21	423.48	544.48	429.78	544.64	993.20	777.40	993.20	777.40	0	1	1	2	-1	-1	-19.61	-6.59	565.62	50.38	-7.83	562.90	0.06	0.11	-0.99	-0.10	0.14	-0.98	 -1	
89039141	SMP	1	721.54	537.15	427.10	542.09	16.33	16.33	3.78	15.87	15.87	3.70	718.99	539.28	725.06	539.26	423.55	544.58	429.83	544.76	989.27	776.68	989.27	776.68	0	1	1	2	-1	-1	-19.66	-6.62	566.53	50.37	-7.85	562.97	0.06	0.11	-0.99	-0.11	0.14	-0.98	 -1	
