## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	72133                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	75
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
72452143	SMP	1	841.64	671.39	558.53	679.25	18.40	18.40	4.04	16.62	16.62	3.70	839.75	676.71	846.87	676.70	558.12	684.00	564.98	683.95	1458.96	509.19	1458.96	509.19	0	1	1	2	-1	-1	-45.35	-36.77	529.17	17.76	-39.30	541.75	0.15	0.31	-0.94	0.11	0.29	-0.95		
72456143	SMP	1	841.76	671.38	558.54	679.29	18.46	18.46	4.04	16.68	16.68	3.70	839.86	676.74	846.99	676.69	558.17	684.04	565.08	683.99	1458.81	510.64	1458.81	510.64	0	1	1	2	-1	-1	-45.36	-36.76	529.07	17.72	-39.27	541.25	0.15	0.31	-0.94	0.11	0.29	-0.95		
72460142	SMP	1	841.98	671.48	558.63	679.34	18.46	18.46	4.04	16.59	16.59	3.70	839.96	676.74	847.13	676.68	558.21	684.05	565.17	684.01	1455.24	512.97	1455.24	512.97	0	1	1	2	-1	-1	-45.37	-36.75	528.84	17.69	-39.23	540.64	0.15	0.30	-0.94	0.11	0.29	-0.95		
72464141	SMP	1	842.14	671.49	558.72	679.32	18.42	18.42	4.04	16.62	16.62	3.70	840.03	676.73	847.25	676.69	558.32	684.02	565.22	684.02	1451.46	514.72	1451.46	514.72	0	1	1	2	-1	-1	-45.35	-36.72	528.42	17.66	-39.20	540.33	0.15	0.30	-0.94	0.11	0.29	-0.95		
72468141	SMP	1	842.20	671.48	558.83	679.32	18.43	18.43	4.03	16.60	16.60	3.70	840.16	676.74	847.31	676.67	558.43	683.98	565.32	683.99	1448.95	517.21	1448.95	517.21	0	1	1	2	-1	-1	-45.37	-36.71	528.33	17.63	-39.18	540.11	0.15	0.30	-0.94	0.11	0.29	-0.95	 -1	
72472140	SMP	1	842.29	671.46	558.82	679.12	18.42	18.42	4.03	16.29	16.29	3.69	840.41	676.79	847.44	676.66	558.61	683.94	565.47	683.92	1450.57	516.53	1450.57	516.53	0	1	1	2	-1	-1	-45.44	-36.74	528.70	17.59	-39.16	540.00	0.15	0.30	-0.94	0.12	0.29	-0.95	 -1	
72476140	SMP	1	842.37	671.40	558.90	679.09	18.37	18.37	4.03	16.26	16.26	3.67	840.55	676.75	847.67	676.66	558.72	683.90	565.56	683.87	1452.19	517.10	1452.19	517.10	0	1	1	2	-1	-1	-45.48	-36.74	528.70	17.56	-39.15	540.00	0.16	0.31	-0.94	0.12	0.29	-0.95	 -1	
72480139	SMP	1	842.48	671.35	558.94	678.98	18.38	18.38	4.03	16.20	16.20	3.66	840.65	676.70	847.79	676.63	558.83	683.84	565.65	683.82	1454.38	516.68	1454.38	516.68	0	1	1	2	-1	-1	-45.50	-36.72	528.63	17.55	-39.15	540.11	0.16	0.31	-0.94	0.12	0.29	-0.95	 -1	
72484139	SMP	1	842.60	671.38	559.05	678.93	18.36	18.36	4.02	16.27	16.27	3.65	840.74	676.63	847.90	676.56	558.89	683.80	565.72	683.75	1455.31	517.69	1455.31	517.69	0	1	1	2	-1	-1	-45.51	-36.70	528.48	17.53	-39.14	540.14	0.16	0.30	-0.94	0.12	0.29	-0.95	 -1	
72488138	SMP	1	842.72	671.25	559.09	678.85	18.35	18.35	4.02	16.31	16.31	3.65	840.85	676.57	848.00	676.51	558.91	683.77	565.76	683.68	1456.48	516.40	1456.48	516.40	0	1	1	2	-1	-1	-45.52	-36.68	528.37	17.52	-39.12	540.09	0.16	0.31	-0.94	0.12	0.30	-0.95	 -1	
