## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	35570                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	109
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## Calibration Point 0:	Position(960;540)
## Calibration Point 1:	Position(96;54)
## Calibration Point 2:	Position(1824;54)
## Calibration Point 3:	Position(96;1026)
## Calibration Point 4:	Position(1824;1026)
## Calibration Point 5:	Position(96;540)
## Calibration Point 6:	Position(960;54)
## Calibration Point 7:	Position(1824;540)
## Calibration Point 8:	Position(960;1026)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
7151732877	SMP	1	689.33	558.71	415.24	576.76	16.66	16.66	3.99	16.69	16.69	3.95	685.29	562.09	691.20	562.11	412.76	580.90	418.76	580.94	906.19	392.42	906.19	392.42	0	1	1	2	-1	-1	-11.98	-12.44	584.36	54.17	-16.81	575.83	-0.03	0.19	-0.98	-0.06	0.23	-0.97		
7151736877	SMP	1	689.38	558.83	415.33	576.79	16.62	16.62	3.99	16.75	16.75	3.95	685.29	562.11	691.24	562.14	412.79	580.91	418.78	580.97	907.06	394.99	907.06	394.99	0	1	1	2	-1	-1	-11.97	-12.43	583.89	54.17	-16.82	575.89	-0.04	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151740878	SMP	1	689.46	558.91	415.31	576.86	16.55	16.55	3.99	16.63	16.63	3.95	685.36	562.13	691.27	562.17	412.81	580.92	418.81	580.99	908.69	397.12	908.69	397.12	0	1	1	2	-1	-1	-11.98	-12.43	583.63	54.17	-16.82	575.91	-0.04	0.18	-0.98	-0.07	0.23	-0.97	 -1	
7151744878	SMP	1	689.47	558.93	415.44	576.87	16.61	16.61	3.99	16.49	16.49	3.95	685.42	562.18	691.31	562.19	412.83	580.92	418.83	581.01	909.02	395.54	909.02	395.54	0	1	1	2	-1	-1	-11.99	-12.44	583.51	54.16	-16.82	575.92	-0.04	0.18	-0.98	-0.07	0.23	-0.97	 -1	
7151748878	SMP	1	689.50	558.86	415.43	576.82	16.63	16.63	3.99	16.60	16.60	3.95	685.51	562.23	691.37	562.21	412.86	580.92	418.84	581.02	910.67	390.12	910.67	390.12	0	1	1	2	-1	-1	-12.01	-12.45	583.56	54.17	-16.83	576.02	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151752878	SMP	1	689.53	558.92	415.42	576.87	16.53	16.53	3.98	16.54	16.54	3.94	685.59	562.31	691.47	562.23	412.89	580.94	418.87	581.03	912.46	389.16	912.46	389.16	0	1	1	2	-1	-1	-12.03	-12.46	583.55	54.17	-16.84	576.15	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151756878	SMP	1	689.57	558.93	415.44	576.85	16.58	16.58	3.98	16.55	16.55	3.94	685.65	562.34	691.52	562.26	412.91	580.93	418.88	581.03	913.23	387.06	913.23	387.06	0	1	1	2	-1	-1	-12.04	-12.47	583.61	54.18	-16.84	576.28	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151760879	SMP	1	689.56	558.96	415.45	576.86	16.52	16.52	3.98	16.59	16.59	3.94	685.73	562.36	691.56	562.27	412.94	580.93	418.92	581.02	916.03	385.57	916.03	385.57	0	1	1	2	-1	-1	-12.06	-12.48	583.80	54.18	-16.84	576.34	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151764879	SMP	1	689.59	558.99	415.46	576.90	16.57	16.57	3.98	16.55	16.55	3.94	685.77	562.39	691.59	562.26	412.98	580.92	418.96	581.00	918.68	386.37	918.68	386.37	0	1	1	2	-1	-1	-12.08	-12.49	584.11	54.17	-16.84	576.39	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151768879	SMP	1	689.62	558.99	415.48	576.82	16.69	16.69	3.98	16.57	16.57	3.94	685.84	562.38	691.61	562.26	412.99	580.91	419.01	580.95	921.60	387.24	921.60	387.24	0	1	1	2	-1	-1	-12.10	-12.49	584.58	54.16	-16.83	576.28	-0.02	0.19	-0.98	-0.06	0.23	-0.97	 -1	
7151772879	SMP	1	689.65	558.99	415.49	576.87	16.63	16.63	3.99	16.57	16.57	3.94	685.92	562.39	691.64	562.25	413.00	580.92	419.07	580.91	924.24	389.29	924.24	389.29	0	1	1	2	-1	-1	-12.13	-12.51	585.30	54.11	-16.81	575.91	-0.02	0.19	-0.98	-0.06	0.23	-0.97	 -1	
7151776880	SMP	1	689.72	558.97	415.51	576.83	16.75	16.75	3.99	16.63	16.63	3.94	685.97	562.39	691.70	562.25	413.01	580.91	419.11	580.87	925.76	389.98	925.76	389.98	0	1	1	2	-1	-1	-12.15	-12.52	585.89	54.06	-16.79	575.41	-0.02	0.19	-0.98	-0.06	0.23	-0.97	 -1	
7151780880	SMP	1	689.70	558.98	415.49	576.80	16.63	16.63	4.00	16.56	16.56	3.94	686.01	562.40	691.76	562.26	413.02	580.92	419.13	580.87	929.45	389.71	929.45	389.71	0	1	1	2	-1	-1	-12.18	-12.53	586.35	54.01	-16.78	574.91	-0.02	0.19	-0.98	-0.06	0.23	-0.97	 -1	
7151784880	SMP	1	689.85	558.98	415.61	576.77	16.63	16.63	4.00	16.53	16.53	3.94	686.03	562.38	691.80	562.25	413.04	580.92	419.14	580.86	928.94	388.87	928.94	388.87	0	1	1	2	-1	-1	-12.19	-12.54	586.61	53.97	-16.77	574.53	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151788880	SMP	1	689.86	558.96	415.66	576.78	16.73	16.73	4.01	16.61	16.61	3.94	686.06	562.36	691.85	562.24	413.07	580.90	419.16	580.84	930.40	388.30	930.40	388.30	0	1	1	2	-1	-1	-12.20	-12.54	586.77	53.94	-16.75	574.24	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151792880	SMP	1	689.96	558.98	415.60	576.72	16.71	16.71	4.01	16.62	16.62	3.94	686.07	562.34	691.90	562.23	413.10	580.84	419.16	580.82	931.21	388.79	931.21	388.79	0	1	1	2	-1	-1	-12.21	-12.53	586.68	53.92	-16.74	574.12	-0.03	0.19	-0.98	-0.06	0.23	-0.97	 -1	
7151796881	SMP	1	689.98	558.96	415.69	576.70	16.75	16.75	4.01	16.71	16.71	3.94	686.08	562.31	691.94	562.23	413.14	580.83	419.18	580.82	931.23	389.06	931.23	389.06	0	1	1	2	-1	-1	-12.21	-12.52	586.35	53.91	-16.74	574.12	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151800881	SMP	1	690.04	558.92	415.76	576.66	16.77	16.77	4.02	16.65	16.65	3.94	686.09	562.26	691.98	562.21	413.17	580.81	419.19	580.81	930.35	389.28	930.35	389.28	0	1	1	2	-1	-1	-12.20	-12.50	585.92	53.92	-16.74	574.25	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151804881	SMP	1	690.07	558.94	415.80	576.69	16.87	16.87	4.03	16.67	16.67	3.94	686.10	562.26	692.03	562.19	413.19	580.79	419.20	580.81	928.80	389.91	928.80	389.91	0	1	1	2	-1	-1	-12.20	-12.49	585.33	53.93	-16.74	574.38	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151808881	SMP	1	690.13	558.89	415.85	576.61	16.74	16.74	4.03	16.78	16.78	3.95	686.11	562.25	692.07	562.19	413.21	580.78	419.24	580.79	926.48	389.24	926.48	389.24	0	1	1	2	-1	-1	-12.19	-12.47	584.68	53.92	-16.74	574.39	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151812882	SMP	1	690.17	558.92	415.89	576.63	16.73	16.73	4.02	16.89	16.89	3.96	686.14	562.24	692.10	562.19	413.24	580.78	419.29	580.76	924.08	389.71	924.08	389.71	0	1	1	2	-1	-1	-12.18	-12.46	584.05	53.91	-16.73	574.32	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7151816882	SMP	1	690.24	558.89	415.94	576.55	16.70	16.70	4.02	16.72	16.72	3.96	686.18	562.22	692.14	562.21	413.28	580.79	419.36	580.73	921.30	388.74	921.30	388.74	0	1	1	2	-1	-1	-12.18	-12.45	583.56	53.87	-16.72	574.08	-0.03	0.19	-0.98	-0.07	0.24	-0.97	 -1	
7151820882	SMP	1	690.29	558.92	415.92	576.58	16.59	16.59	4.01	16.82	16.82	3.96	686.22	562.23	692.16	562.22	413.31	580.80	419.39	580.72	919.36	388.80	919.36	388.80	0	1	1	2	-1	-1	-12.18	-12.44	583.14	53.84	-16.72	573.89	-0.03	0.19	-0.98	-0.07	0.23	-0.97	 -1	
7290933274	MSG	1	# Message: instruction_calibration.jpg
7290938464	SMP	1	912.29	497.61	616.86	461.82	17.14	17.14	3.84	16.90	16.90	3.75	904.76	502.93	911.54	502.83	610.61	468.05	617.56	468.10	466.51	171.14	466.51	171.14	0	1	1	2	-1	-1	-61.21	1.96	541.92	5.73	9.80	536.60	-0.08	0.24	-0.97	-0.14	0.27	-0.95	 -1	
7290942466	SMP	1	912.25	497.55	616.96	461.77	17.14	17.14	3.84	16.94	16.94	3.74	904.78	502.89	911.55	502.77	610.63	468.03	617.57	468.08	466.04	169.95	466.04	169.95	0	1	1	2	-1	-1	-61.22	1.98	541.97	5.73	9.81	536.67	-0.08	0.24	-0.97	-0.14	0.27	-0.95	 -1	
7290946467	SMP	1	912.27	497.65	616.89	461.91	17.12	17.12	3.84	16.96	16.96	3.74	904.76	502.95	911.54	502.85	610.61	468.06	617.56	468.10	466.00	170.01	466.00	170.01	0	1	1	2	-1	-1	-61.22	1.96	541.94	5.73	9.80	536.65	-0.08	0.24	-0.97	-0.14	0.27	-0.95	 -1	
7290950469	SMP	1	912.36	497.71	616.91	461.87	17.11	17.11	3.84	17.00	17.00	3.74	904.76	503.04	911.55	502.90	610.60	468.09	617.59	468.15	465.24	169.25	465.24	169.25	0	1	1	2	-1	-1	-61.21	1.94	541.89	5.73	9.79	536.50	-0.09	0.24	-0.97	-0.14	0.27	-0.95	 -1	
7290954471	SMP	1	912.28	497.73	616.83	462.00	17.11	17.11	3.84	16.98	16.98	3.74	904.71	503.11	911.54	502.98	610.58	468.13	617.61	468.19	465.34	169.20	465.34	169.20	0	1	1	2	-1	-1	-61.18	1.93	541.66	5.73	9.77	536.18	-0.08	0.24	-0.97	-0.14	0.26	-0.95	 -1	
7290958473	SMP	1	912.37	497.79	616.89	462.05	17.10	17.10	3.84	16.98	16.98	3.74	904.72	503.24	911.54	503.08	610.56	468.17	617.62	468.27	463.85	168.55	463.85	168.55	0	1	1	2	-1	-1	-61.16	1.90	541.50	5.72	9.75	535.74	-0.09	0.24	-0.97	-0.14	0.26	-0.95	 -1	
7290962475	SMP	1	912.38	497.80	616.86	462.07	17.06	17.06	3.83	16.97	16.97	3.74	904.73	503.24	911.54	503.07	610.55	468.17	617.60	468.26	463.16	168.57	463.16	168.57	0	1	1	2	-1	-1	-61.15	1.90	541.37	5.72	9.75	535.41	-0.09	0.24	-0.97	-0.14	0.26	-0.95	 -1	
7290966476	SMP	1	912.37	497.85	616.84	462.07	17.06	17.06	3.83	17.00	17.00	3.74	904.77	503.32	911.55	503.11	610.55	468.18	617.62	468.28	462.51	168.50	462.51	168.50	0	1	1	2	-1	-1	-61.16	1.89	541.42	5.72	9.74	535.04	-0.09	0.24	-0.97	-0.14	0.26	-0.95	 -1	
7290970478	SMP	1	912.29	497.86	616.97	462.10	17.12	17.12	3.83	16.98	16.98	3.74	904.76	503.37	911.55	503.14	610.56	468.18	617.61	468.31	462.16	168.55	462.16	168.55	0	1	1	2	-1	-1	-61.16	1.88	541.40	5.71	9.73	534.78	-0.08	0.25	-0.97	-0.14	0.26	-0.95	 -1	
7290974480	SMP	1	912.38	497.86	616.90	462.12	17.05	17.05	3.83	17.00	17.00	3.74	904.79	503.43	911.56	503.17	610.55	468.19	617.61	468.37	461.31	168.24	461.31	168.24	0	1	1	2	-1	-1	-61.17	1.87	541.48	5.71	9.72	534.52	-0.09	0.25	-0.96	-0.14	0.26	-0.95	 -1	
