## [iView]
## Converted from: 	 ###
## Date: 	 ###
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	60756                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject: 	73
## Description:	                                                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1920	1080
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID: 	 ###
## Operating System :	6.2.9200
## iView X Version:	4.2.0.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Frame	Aux1
61081838	SMP	1	991.94	567.06	745.38	571.67	15.65	15.65	3.83	15.25	15.25	3.66	988.01	567.98	993.87	567.99	743.32	572.88	749.09	572.94	945.11	1025.26	945.11	1025.26	0	1	1	2	-1	-1	-86.20	-13.86	583.33	-26.33	-15.15	586.75	0.10	0.07	-0.99	0.09	0.09	-0.99		
61085838	SMP	1	991.02	566.96	744.31	571.77	15.66	15.66	3.82	15.16	15.16	3.66	987.10	567.74	992.94	567.83	742.27	573.08	748.09	573.06	945.57	1025.53	945.57	1025.53	0	1	1	2	-1	-1	-85.95	-13.80	583.16	-26.07	-15.19	586.64	0.09	0.07	-0.99	0.09	0.09	-0.99		
61089838	SMP	1	990.02	566.84	743.28	571.99	15.72	15.72	3.82	15.14	15.14	3.66	986.17	567.61	992.01	567.66	741.33	573.32	747.09	573.21	947.16	1026.41	947.16	1026.41	0	1	1	2	-1	-1	-85.70	-13.77	583.05	-25.84	-15.25	586.93	0.10	0.06	-0.99	0.09	0.09	-0.99		
61093839	SMP	1	989.08	566.64	742.37	572.16	15.69	15.69	3.81	15.20	15.20	3.66	985.19	567.47	991.00	567.44	740.40	573.45	746.09	573.36	947.02	1027.23	947.02	1027.23	0	1	1	2	-1	-1	-85.47	-13.72	583.09	-25.63	-15.30	587.57	0.09	0.06	-0.99	0.09	0.09	-0.99		
61097839	SMP	1	988.18	566.49	741.45	572.31	15.72	15.72	3.81	15.32	15.32	3.67	984.31	567.37	990.02	567.25	739.44	573.53	745.09	573.60	946.83	1027.72	946.83	1027.72	0	1	1	2	-1	-1	-85.33	-13.70	583.71	-25.42	-15.36	588.33	0.09	0.06	-0.99	0.08	0.09	-0.99	 -1	
61101839	SMP	1	987.20	566.27	740.43	572.40	15.60	15.60	3.81	15.21	15.21	3.67	983.38	567.24	989.10	567.10	738.47	573.59	744.14	573.76	947.18	1026.24	947.18	1026.24	0	1	1	2	-1	-1	-85.17	-13.68	584.19	-25.21	-15.40	588.95	0.10	0.07	-0.99	0.09	0.09	-0.99	 -1	
61105839	SMP	1	986.27	566.04	739.48	572.48	15.68	15.68	3.81	15.22	15.22	3.68	982.45	566.89	988.16	566.90	737.51	573.66	743.20	573.85	947.87	1024.82	947.87	1024.82	0	1	1	2	-1	-1	-85.02	-13.62	584.71	-24.99	-15.43	589.33	0.09	0.07	-0.99	0.09	0.09	-0.99	 -1	
61109839	SMP	1	985.34	565.88	738.49	572.57	15.70	15.70	3.81	15.14	15.14	3.68	981.47	566.62	987.15	566.78	736.55	573.73	742.28	573.91	948.20	1025.01	948.20	1025.01	0	1	1	2	-1	-1	-84.86	-13.59	585.31	-24.76	-15.45	589.44	0.09	0.06	-0.99	0.09	0.09	-0.99	 -1	
61113839	SMP	1	984.47	565.67	737.58	572.70	15.70	15.70	3.81	15.17	15.17	3.67	980.56	566.51	986.31	566.46	735.59	573.82	741.42	573.98	949.12	1025.73	949.12	1025.73	0	1	1	2	-1	-1	-84.67	-13.54	585.52	-24.52	-15.46	588.99	0.09	0.06	-0.99	0.09	0.09	-0.99	 -1	
61117840	SMP	1	983.60	565.48	736.65	572.78	15.63	15.63	3.81	15.15	15.15	3.67	979.68	566.40	985.46	566.19	734.69	574.00	740.55	574.02	949.93	1026.01	949.93	1026.01	0	1	1	2	-1	-1	-84.46	-13.49	585.48	-24.28	-15.47	588.47	0.09	0.06	-0.99	0.09	0.09	-0.99	 -1	
61121840	SMP	1	982.69	565.31	735.85	572.88	15.67	15.67	3.81	15.33	15.33	3.68	978.84	566.30	984.68	566.07	733.79	574.16	739.74	574.08	950.94	1025.85	950.94	1025.85	0	1	1	2	-1	-1	-84.20	-13.46	585.10	-24.03	-15.47	587.48	0.09	0.07	-0.99	0.09	0.09	-0.99	 -1	
61125840	SMP	1	981.87	565.12	734.96	572.88	15.69	15.69	3.81	15.21	15.21	3.68	977.95	566.07	983.82	566.04	732.90	574.27	738.85	574.14	951.42	1024.68	951.42	1024.68	0	1	1	2	-1	-1	-83.92	-13.41	584.62	-23.77	-15.47	586.59	0.09	0.07	-0.99	0.09	0.09	-0.99	 -1	
61129840	SMP	1	981.18	564.99	734.19	573.04	15.71	15.71	3.81	15.42	15.42	3.68	977.27	565.75	983.02	565.85	732.05	574.35	737.98	574.30	950.49	1025.24	950.49	1025.24	0	1	1	2	-1	-1	-83.77	-13.36	584.83	-23.53	-15.48	585.94	0.09	0.06	-0.99	0.08	0.09	-0.99	 -1	
61133840	SMP	1	980.26	564.83	733.33	573.17	15.74	15.74	3.81	15.40	15.40	3.69	976.43	565.64	982.11	565.77	731.40	574.49	737.06	574.45	950.10	1024.24	950.10	1024.24	0	1	1	2	-1	-1	-83.64	-13.35	585.43	-23.37	-15.54	586.81	0.09	0.07	-0.99	0.08	0.09	-0.99	 -1	
61137840	SMP	1	979.43	564.74	732.48	573.42	15.80	15.80	3.82	15.28	15.28	3.69	975.56	565.51	981.25	565.56	730.52	574.58	736.17	574.71	949.62	1024.88	949.62	1024.88	0	1	1	2	-1	-1	-83.49	-13.31	585.90	-23.19	-15.61	587.68	0.09	0.06	-0.99	0.08	0.09	-0.99	 -1	
61141840	SMP	1	978.69	564.63	731.61	573.54	15.66	15.66	3.81	15.24	15.24	3.69	974.67	565.45	980.66	565.41	729.62	574.66	735.45	574.89	950.33	1025.25	950.33	1025.25	0	1	1	2	-1	-1	-83.14	-13.26	584.74	-22.98	-15.63	587.42	0.09	0.06	-0.99	0.09	0.09	-0.99	 -1	
61145840	SMP	1	977.92	564.47	730.90	573.70	15.74	15.74	3.81	15.30	15.30	3.69	973.91	565.35	979.93	565.32	728.79	574.83	734.77	574.96	950.02	1026.19	950.02	1026.19	0	1	1	2	-1	-1	-82.79	-13.21	583.52	-22.75	-15.63	586.40	0.09	0.07	-0.99	0.08	0.09	-0.99	 -1	
61149841	SMP	1	977.18	564.36	730.11	573.74	15.64	15.64	3.81	15.24	15.24	3.69	973.36	565.37	979.04	565.23	728.04	575.03	733.95	575.03	950.02	1025.01	950.02	1025.01	0	1	1	2	-1	-1	-82.71	-13.22	584.25	-22.54	-15.65	585.81	0.09	0.07	-0.99	0.08	0.09	-0.99	 -1	
61153841	SMP	1	976.39	564.23	729.34	573.81	15.63	15.63	3.81	15.22	15.22	3.68	972.57	565.28	978.32	565.08	727.35	575.17	733.12	575.10	950.35	1023.26	950.35	1023.26	0	1	1	2	-1	-1	-82.57	-13.20	584.58	-22.36	-15.69	586.13	0.09	0.07	-0.99	0.08	0.09	-0.99	 -1	
