,trial,participant,code_file,code_language,timestamp,duration,x_cord,y_cord,aoi_x,aoi_y,aoi_width,aoi_height,token,length,srcML,quality,line,part
0,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3678763539,64,809.586875,357.589375,809,370,10,15,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,75,5,2
1,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3679003436,92,678.1569565000001,232.65260869999997,660,225,47,15,class,5,class,75,1,2
2,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3679099463,92,668.9895652,233.6556522,660,225,47,15,class,5,class,75,1,2
3,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3679211458,64,655.791875,239.9925,660,225,47,15,class,5,class,75,1,2
4,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3679455448,76,750.4042105000001,228.84,717,225,87,15,Rectangle,9,class->name,75,1,3
5,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3679775484,56,638.3592857000001,213.6064286,592,225,58,15,public,6,class->specifier,75,1,1
6,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3679855478,76,627.3105262999999,214.1857895,592,225,58,15,public,6,class->specifier,75,1,1
7,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3680227773,60,687.8913332999999,253.7173333,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,75,2,1
8,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3681483327,124,704.5980645,217.3293548,660,225,47,15,class,5,class,75,1,2
9,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3681483327,124,704.5980645,217.3293548,717,225,87,15,Rectangle,9,class->name,75,1,3
10,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3682083296,76,771.7805262999999,222.60263160000002,717,225,87,15,Rectangle,9,class->name,75,1,3
11,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3682491142,72,676.8183333,227.4544444,660,225,47,15,class,5,class,75,1,2
12,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3684875079,80,800.4695,228.549,717,225,87,15,Rectangle,9,class->name,75,1,3
13,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3688798850,60,741.0633333,287.4506667,740,297,86,16,Rectangle,9,class->block->constructor->name,75,3,2
14,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3689918705,124,735.5558065,502.53709680000003,740,515,28,15,int,3,class->block->function->type->name,75,9,2
15,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3690062485,68,705.11,557.3741176,672,552,58,16,public,6,class->block->function->type->specifier,75,10,1
16,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3690294610,140,759.2277142999999,558.2402857000001,741,552,27,16,int,3,class->block->function->type->name,75,10,2
17,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3690638602,88,723.3968182,542.8631818,672,552,58,16,public,6,class->block->function->type->specifier,75,10,1
18,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3691306700,132,770.55,323.8381818,734,333,66,16,this.x1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,4,1
19,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3691426677,116,763.1703448,320.8793103,734,333,66,16,this.x1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,4,1
20,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3692194422,120,755.863,303.3926667,740,297,86,16,Rectangle,9,class->block->constructor->name,75,3,2
21,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3692406703,56,804.5621428999999,277.2507143,788,262,18,16,x1,2,class->block->decl_stmt->decl->name,75,2,3
22,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3692906612,100,904.2736,265.096,914,262,5,16,",",1,class->block->decl_stmt,75,2,8
23,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3693166600,72,726.2966667000001,285.31055560000004,672,297,58,16,public,6,class->block->constructor->specifier,75,3,1
24,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3693330550,84,711.0638094999999,265.9471429,672,262,68,16,private,7,class->block->decl_stmt->decl->type->specifier,75,2,1
25,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3693890332,120,1070.503667,288.406,1066,297,18,16,x2,2,class->block->constructor->parameter_list->parameter->decl->type->name,75,3,11
26,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3694126357,60,1068.942,288.9913333,1066,297,18,16,x2,2,class->block->constructor->parameter_list->parameter->decl->type->name,75,3,11
27,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3694366366,72,875.4983332999999,259.7861111,884,262,18,16,x2,2,class->block->decl_stmt->decl->name,75,2,7
28,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3694698369,60,892.194,252.2633333,884,262,18,16,x2,2,class->block->decl_stmt->decl->name,75,2,7
29,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3695346380,68,745.3547059,406.18823530000003,734,407,65,14,this.x2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,6,1
30,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696090229,60,751.5733333,357.7866667,734,370,65,15,this.y1,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,5,1
31,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696214243,76,755.8515788999999,399.0505263,734,407,65,14,this.x2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,6,1
32,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696326254,56,820.7521429,400.68571430000003,829,407,18,14,x2,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,75,6,3
33,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696458242,56,817.6064286000001,399.92285710000004,809,407,10,14,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,75,6,2
34,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696458242,56,817.6064286000001,399.92285710000004,829,407,18,14,x2,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,75,6,3
35,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696574222,112,820.6882142999999,403.4075,829,407,18,14,x2,2,class->block->constructor->block->block_content->expr_stmt->expr->name->name,75,6,3
36,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696662215,84,808.0480952,404.0885714,809,407,10,14,=,1,class->block->constructor->block->block_content->expr_stmt->expr->operator,75,6,2
37,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696862211,96,739.6745833,444.3325,734,441,65,22,this.y2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,7,1
38,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3696978202,112,757.9153571,448.7417857,734,441,65,22,this.y2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,7,1
39,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3697058206,76,771.5152632,438.87052630000005,734,441,65,22,this.y2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,7,1
40,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3697238176,84,768.4457143,413.677619,734,407,65,14,this.x2,7,class->block->constructor->block->block_content->expr_stmt->expr->name->name->operator->name,75,6,1
41,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3697682095,88,766.1590909,521.5454545,740,515,28,15,int,3,class->block->function->type->name,75,9,2
42,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3697682095,88,766.1590909,521.5454545,778,515,49,15,width,5,class->block->function->name,75,9,3
43,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3697974109,64,717.46875,544.3,672,552,58,16,public,6,class->block->function->type->specifier,75,10,1
44,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3698158088,84,758.6404762,543.4704762,741,552,27,16,int,3,class->block->function->type->name,75,10,2
45,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3698226079,64,753.449375,547.044375,741,552,27,16,int,3,class->block->function->type->name,75,10,2
46,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3698330097,56,746.0271429,522.6964286,740,515,28,15,int,3,class->block->function->type->name,75,9,2
47,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3698818082,140,930.4734286,526.6474286,894,515,58,15,return,6,class->block->function->block->block_content->return->expr->name->name,75,9,7
48,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3698986117,96,921.3075,544.4895832999999,904,552,57,16,return,6,class->block->function->block->block_content->return,75,10,7
49,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3699145915,56,986.0164286,546.3121428999999,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,10,8
50,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3700225932,96,1121.6625,562.62625,1068,552,65,16,-,1,class->block->function->block->block_content->return->expr->operator,75,10,9
51,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3700409937,100,767.2144,547.7028,741,552,27,16,int,3,class->block->function->type->name,75,10,2
52,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3700409937,100,767.2144,547.7028,778,552,58,16,height,6,class->block->function->name,75,10,3
53,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3700761983,80,784.57,581.696,740,588,57,20,double,6,class->block->function->type->name,75,11,2
54,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3700849950,84,795.9452381,598.2709524,740,588,57,20,double,6,class->block->function->type->name,75,11,2
55,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3700849950,84,795.9452381,598.2709524,807,588,39,20,area,4,class->block->function->name,75,11,3
56,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3700941955,88,797.0913636,600.955,807,588,39,20,area,4,class->block->function->name,75,11,3
57,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3701005962,60,781.3113333,592.8846667,740,588,57,20,double,6,class->block->function->type->name,75,11,2
58,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3701141901,88,983.4413636,615.2672727,993,624,5,16,[,1,class->block->function->parameter_list->parameter->decl->type->name->index,75,12,7
59,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3701389852,68,1002.606471,607.6617647,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
60,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3701497853,104,1005.1415380000001,599.655,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
61,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3701645820,68,1041.2305880000001,618.9129412000001,1028,624,37,16,args,4,class->block->function->parameter_list->parameter->decl->name,75,12,9
62,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3701941848,88,958.9418182000001,592.7231818,913,588,58,20,return,6,class->block->function->block->block_content->return,75,11,7
63,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3702097862,108,988.7766667000001,585.0133333,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
64,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3702261853,80,1022.9345,566.4415,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,10,8
65,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3702369849,104,1013.243077,562.1211538,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,10,8
66,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3702465848,92,1006.5817390000001,554.9208696000001,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,10,8
67,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3702541845,72,1010.211667,567.1427778,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,10,8
68,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3702605838,60,998.794,557.894,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,10,8
69,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3702745816,100,999.7224,587.5168,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
70,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3703257650,88,1093.913636,565.0540909,1068,552,65,16,-,1,class->block->function->block->block_content->return->expr->operator,75,10,9
71,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3703977713,164,768.8921951,540.484878,778,552,58,16,height,6,class->block->function->name,75,10,3
72,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3704065706,84,781.2009524,552.1085714,778,552,58,16,height,6,class->block->function->name,75,10,3
73,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3704173696,104,773.8819231000001,551.7419231,778,552,58,16,height,6,class->block->function->name,75,10,3
74,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3704285692,108,772.6122222,553.9203704,778,552,58,16,height,6,class->block->function->name,75,10,3
75,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3704649723,92,939.2317391,559.3091304,904,552,57,16,return,6,class->block->function->block->block_content->return,75,10,7
76,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3704837612,80,998.133,576.5915,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
77,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3705001594,60,994.5360000000001,590.8193332999999,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
78,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3705253574,72,976.76,577.8005555999999,982,588,94,20,this.width,10,class->block->function->block->block_content->return->expr->call->name->name->operator->name,75,11,8
79,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3705357580,100,971.3188,560.6712,972,552,64,16,this.y2,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,10,8
80,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3706385520,108,1125.3762960000001,516.1474074,1135,515,5,15,this.x1,7,class->block->function->block->block_content->return->expr->name->name->operator->name,75,9,10
81,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3706837500,56,756.6792857,605.5685714,740,588,57,20,double,6,class->block->function->type->name,75,11,2
82,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3706949472,56,687.1978571000001,575.7735713999999,672,588,58,20,public,6,class->block->function->type->specifier,75,11,1
83,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3707025447,72,689.1172222,586.4455556,672,588,58,20,public,6,class->block->function->type->specifier,75,11,1
84,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3707193414,64,714.161875,577.605,672,588,58,20,public,6,class->block->function->type->specifier,75,11,1
85,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3707653395,88,774.4795455,561.7968182,778,552,58,16,height,6,class->block->function->name,75,10,3
86,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3707777427,92,779.9826087,592.9930435,740,588,57,20,double,6,class->block->function->type->name,75,11,2
87,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3708209777,140,965.1034286,591.9711428999999,913,588,58,20,return,6,class->block->function->block->block_content->return,75,11,7
88,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3708273885,60,949.7713332999999,593.6446667,913,588,58,20,return,6,class->block->function->block->block_content->return,75,11,7
89,2,135,rectangle_java2.jpg,rectangle_java2.jpg,3708497748,56,924.6221429,565.0857143,904,552,57,16,return,6,class->block->function->block->block_content->return,75,10,7
