participant_id,gender,timestamp,aoi_name,duration,aoi_token
1,male,1146694752,line 1,60,public class Rectangle {
1,male,1146830788,line 1,132,public class Rectangle {
1,male,1147338871,line 2,64,"private int x1 , y1 , x2 , y2 ;"
1,male,1147478860,line 2,136,"private int x1 , y1 , x2 , y2 ;"
1,male,1147642870,line 3,128,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
1,male,1147738872,line 4,56,this.x1 = x1 ;
1,male,1147806895,line 3,64,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
1,male,1147942947,line 3,132,"public Rectangle ( int x1 , int y1 , int x2 , int y2 ) {"
1,male,1148358687,line 4,68,this.x1 = x1 ;
1,male,1149598754,line 6,196,this.x2 = x2 ;
1,male,1150322726,line 9,60,public int width ( ) { return this.x2 - this.x1 ; }
1,male,1150938608,line 9,64,public int width ( ) { return this.x2 - this.x1 ; }
1,male,1151310562,line 11,64,public double area ( ) { return this.width ( ) * this.height ( ) ; }
1,male,1153882370,line 10,124,public int height ( ) { return this.y2 - this.y1 ; }
1,male,1155844399,line 11,56,public double area ( ) { return this.width ( ) * this.height ( ) ; }
1,male,1165891924,line 14,72,System.out.println ( rect1.area ( ) ) ;
1,male,1166723686,line 15,72,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
1,male,1169819528,line 16,64,System.out.println ( rect2.area ( ) ) ;
1,male,1174971084,line 15,56,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
1,male,1175059139,line 15,84,"Rectangle rect2 = new Rectangle ( 5 , 5 , 10 , 10 ) ;"
1,male,1175263138,line 14,96,System.out.println ( rect1.area ( ) ) ;
6,male,2761437016,line 1,104,public class Rectangle {
6,male,2761640955,line 1,124,public class Rectangle {
6,male,2763612866,line 1,128,public class Rectangle {
6,male,2763708881,line 1,92,public class Rectangle {
6,male,2763880924,line 1,80,public class Rectangle {
6,male,2764008894,line 1,72,public class Rectangle {
6,male,2764120874,line 1,108,public class Rectangle {
6,male,2765768825,line 1,60,public class Rectangle {
6,male,2765936591,line 1,64,public class Rectangle {
6,male,2766072529,line 1,68,public class Rectangle {
6,male,2766156569,line 1,80,public class Rectangle {
6,male,2766256599,line 1,96,public class Rectangle {
6,male,2766352600,line 1,56,public class Rectangle {
6,male,2766428589,line 1,72,public class Rectangle {
6,male,2766936965,line 2,64,"private int x1 , y1 , x2 , y2 ;"
